State,District,Latitude,Longitude,Population,Male Population,Female population,Literate,Male Literate,Female Literate,SC,Male SC,Female SC,ST,Male ST,Female ST,Workers,Male Workers,Female Workers,Non Workers,Agricultural Workers,Other Workers,Hindus,Muslims,Christians,Sikhs,Buddhists,Jains,Others Religions,LPG PNG Households,Housholds with Electricity,Households with Internet,Households with Computer,Below Primary Education,Primary Education,Secondary Education,Graduate Education,Other Education,Age 0-29,Age 30-49,Above 50,Households with Television,Households with Telephone Mobile Phone,Sex Ratio,Literacy Rate,Male Unliterate,Female Unliterate
Andhra Pradesh,Adilabad,19.284513950073435,78.81321233480176,2741239,1369597,1371642,1483347,856350,626997,488596,242844,245752,495794,247472,248322,1323667,748939,574728,1417572,484912,390357,2399901,275970,15422,1377,25510,617,322,194954,566108,5512,45202,232470,344167,225957,100226,19277,1536378,704551,422522,306433,403530,100.0,54.0,513247,744645
Andhra Pradesh,Anantapur,14.312065561843148,77.4601584478577,4081148,2064495,2016653,2310960,1338474,972486,583135,292379,290756,154127,78573,75554,2036166,1208544,827622,2044982,879537,638033,3599372,443456,20463,932,341,1417,309,223016,897970,8606,48299,462273,720357,331793,144915,23341,2189396,1104565,739612,559461,581087,98.0,57.0,726021,1044167
Andhra Pradesh,Chittoor,13.33109263067696,78.92763898886037,4174064,2090204,2083860,2667878,1484794,1183084,785760,389582,396178,159165,79756,79409,1933357,1202223,731134,2240707,748093,693451,3737588,397870,24129,867,253,1322,358,324406,944555,13763,67087,522961,770836,548336,246409,36017,2148179,1159053,807430,611465,632803,100.0,64.0,605410,900776
Andhra Pradesh,East Godavari,16.782718320784902,82.2432074720511,5154296,2569688,2584608,3288577,1716933,1571644,945269,468883,476386,213195,104422,108773,2093681,1545831,547850,3060615,1122046,753375,4983330,77777,77825,738,413,4149,403,479914,1297273,22411,93784,669420,947606,521562,263023,47702,2724328,1478954,948122,821421,732492,101.0,64.0,852755,1012964
Andhra Pradesh,Guntur,15.884925767634847,80.58657614107885,4887813,2440521,2447292,2960441,1634726,1325715,957407,476333,481074,247089,125105,121984,2381624,1442370,939254,2506189,1227956,803891,4217597,559770,89763,764,323,3282,332,648568,1186028,19383,80434,736270,845810,453446,221924,30279,2583462,1371811,928462,816849,733133,100.0,61.0,805795,1121577
Andhra Pradesh,Hyderabad,17.38971555555556,78.46668888888888,3943323,2018575,1924748,2892155,1542688,1349467,247927,124313,123614,48937,25556,23381,1413297,1045585,367712,2530026,23029,1315803,2046051,1713405,87522,11446,1268,19560,1929,581509,869721,149034,274653,230962,596591,811501,558090,45937,2249130,1068243,542669,746818,799174,95.0,73.0,475887,575281
Andhra Pradesh,Karimnagar,18.515483193277312,79.43765428571413,3776269,1880800,1895469,2206829,1257238,949591,709757,352481,357276,106745,53495,53250,1876768,1049463,827305,1899501,756859,591179,3491139,244723,24979,2086,332,312,115,344667,926768,8831,46584,340372,453505,463403,256633,35312,1940234,1031735,728494,589283,691495,101.0,58.0,623562,945878
Andhra Pradesh,Khammam,17.683921325051784,80.67008643892335,2797370,1390988,1406382,1630234,901640,728594,462896,229905,232991,765565,378532,387033,1410062,802906,607156,1387308,804537,360754,2595321,158887,33463,655,217,459,539,219710,668519,8628,42171,295639,346118,238811,160804,25456,1530602,774583,477955,416734,427722,101.0,58.0,489348,677788
Andhra Pradesh,Krishna,16.143872753151673,81.14805061000413,4517398,2267375,2250023,3009718,1598959,1410759,871063,435412,435651,132464,66734,65730,2048880,1327299,721581,2468518,1006976,843294,4023678,307043,145598,1393,863,6320,906,632890,1163932,30438,101450,618101,692968,531821,328454,54728,2340943,1284630,833959,794346,743696,99.0,67.0,668416,839264
Andhra Pradesh,Kurnool,15.43759715142429,77.90086836581717,4053463,2039227,2014236,2127161,1246369,880792,737945,370215,367730,82831,42052,40779,2029425,1164122,865303,2024038,1037302,620378,3328380,670737,33165,737,255,2235,434,195001,816721,10081,56478,521327,672951,271828,115504,19282,2368684,1053618,609027,543044,572406,99.0,52.0,792858,1133444
Andhra Pradesh,Mahbubnagar,16.639546224256293,77.98933089244859,4053028,2050386,2002642,1940646,1158386,782260,708954,356099,352855,364269,187035,177234,2082501,1140067,942434,1970527,931084,524429,3673456,334172,21345,658,290,388,267,136843,757821,6153,60812,419379,596134,308575,98227,16121,2360874,1027525,637430,362791,570261,98.0,48.0,892000,1220382
Andhra Pradesh,Medak,17.889304978038055,78.13778901903379,3033288,1523030,1510258,1637137,953406,683731,537947,266413,271534,168985,86574,82411,1442203,837874,604329,1591085,571129,450211,2637313,342449,34301,1309,554,457,217,163074,604719,8635,47170,324267,503713,373729,127493,16466,1735769,779738,509368,349304,482440,99.0,54.0,569624,826527
Andhra Pradesh,Nalgonda,17.113250515463907,79.16984453608244,3488809,1759772,1729037,2001019,1160757,840262,637385,318359,319026,394279,203876,190403,1741693,976428,765265,1747116,863131,508214,3249231,188646,35025,937,241,250,132,228818,789225,7715,53777,369537,518669,367424,196134,27003,1932349,897137,651748,464172,588791,98.0,57.0,599015,888775
Andhra Pradesh,Nizamabad,18.429485849056604,78.07523490566035,2551335,1250641,1300694,1389810,790214,599596,371074,178798,192276,192941,95679,97262,1261076,684320,576756,1290259,448281,363382,2123426,391596,19653,2357,1847,542,146,186740,545913,5261,35036,269487,421399,396396,141850,13382,1399773,676401,437573,308270,428744,104.0,54.0,460427,701098
Andhra Pradesh,Prakasam,15.489039001601704,80.11665790176184,3397448,1714764,1682684,1904435,1107686,796749,787861,397242,390619,151145,76677,74468,1700567,991842,708725,1696881,889218,488717,3150195,220654,18775,266,97,204,206,290947,763746,6151,43611,489805,495556,249034,133627,21976,1832695,917391,641707,468022,494689,98.0,56.0,607078,885935
Andhra Pradesh,Srikakulam,18.570900998697432,84.25874814010675,2703114,1341738,1361376,1495381,857824,637557,255664,125214,130450,166118,81382,84736,1290288,766483,523805,1412826,700833,389659,2666950,9025,18879,193,77,160,106,149554,615432,3988,32280,291793,348354,251521,121213,21031,1423119,747385,528736,297418,332230,101.0,55.0,483914,723819
Andhra Pradesh,Vizianagaram,18.28329696032972,83.45982854198873,2344474,1161477,1182997,1238388,707503,530885,247728,121493,126235,235556,114687,120869,1157962,679289,478673,1186512,557254,360954,2299129,16423,17853,380,114,815,183,140361,527736,4453,24128,250446,300057,186576,103591,27041,1206366,666394,451469,278230,265587,102.0,53.0,453974,652112
Andhra Pradesh,Warangal,18.01752608695651,79.87422028985509,3512576,1759281,1753295,2065023,1179790,885233,616102,307709,308393,530656,268976,261680,1705655,960926,744729,1806921,758092,502367,3273755,197333,31377,1453,253,569,126,237349,828077,12952,59006,314252,457529,430242,248942,27663,1891954,941452,664872,462819,568508,100.0,59.0,579491,868062
Andhra Pradesh,West Godavari,16.63297943925236,81.45912990654196,3936966,1964918,1972048,2652389,1379223,1273166,811698,403693,408005,109072,53367,55705,1773112,1199338,573774,2163854,1061787,522189,3733191,86142,109120,288,209,1578,211,435334,1017568,12050,55613,595331,718960,415178,207586,33329,2051513,1127764,755533,648607,578252,100.0,67.0,585695,698882
Arunachal Pradesh,Changlang,27.36048479338845,96.37552644628106,148226,76948,71278,73174,44027,29147,0,0,0,53878,27061,26817,62966,39329,23637,85260,4208,18530,47683,2134,35969,94,50381,95,11738,4762,14593,170,1486,20425,22537,10032,3633,834,96630,35018,16414,9314,10621,93.0,49.0,32921,42131
Arunachal Pradesh,East Kameng,27.371194055944056,93.04741486013997,78690,38775,39915,38449,21599,16850,0,0,0,72400,35266,37134,31710,16424,15286,46980,1063,8539,12333,652,37136,36,452,23,27868,3583,5318,57,885,11713,10487,6213,2330,142,53752,17922,6960,3169,4178,103.0,49.0,17176,23065
Arunachal Pradesh,East Siang,28.15382352941176,95.06499226006191,99214,50116,49098,62576,34210,28366,0,0,0,69979,34533,35446,40222,23591,16631,58992,3565,15979,27854,2289,18254,69,776,30,49393,4866,14231,450,1582,9938,13713,10937,6540,525,61993,25334,11802,9363,12744,98.0,63.0,15906,20732
Arunachal Pradesh,Kurung Kumey,28.04853351800553,93.24531994459834,92076,45318,46758,36606,20258,16348,0,0,0,90764,44459,46305,38044,18429,19615,54032,2947,6847,4859,471,51189,43,121,81,34158,586,3911,95,969,12661,15054,6997,2031,299,64379,20713,6836,1320,3318,103.0,40.0,25060,30410
Arunachal Pradesh,Lohit,27.946785273972623,96.59670770547945,145726,76221,69505,83062,48380,34682,0,0,0,47410,23457,23953,60945,38910,22035,84781,7789,22461,99020,3846,10684,210,24452,104,7277,6549,17157,312,1471,19306,25179,13070,5180,584,94890,35493,15195,12215,13372,91.0,57.0,27841,34823
Arunachal Pradesh,Lower Dibang Valley,28.32651730103806,95.76567335640142,54080,28053,26027,31849,18087,13762,0,0,0,25974,12649,13325,22326,14102,8224,31754,3354,9052,28915,2247,9213,33,2932,19,10393,3068,5932,207,742,5875,7957,5508,2795,85,35140,13254,5652,4345,6616,93.0,59.0,9966,12265
Arunachal Pradesh,Lower Subansiri,27.70849297297297,93.96226108108112,83030,41843,41187,54057,29470,24587,0,0,0,72911,35803,37108,30202,17339,12863,52828,1968,14143,9551,1482,34402,27,193,13,37085,4211,12493,381,1598,8492,10821,9861,5230,295,55258,20305,7412,7285,9532,98.0,65.0,12373,16600
Arunachal Pradesh,Papum Pare,27.273529716981127,93.54468183962264,176573,89182,87391,121048,65794,55254,0,0,0,117216,56469,60747,65772,41263,24509,110801,1859,48266,57027,6148,84397,310,4768,139,22586,22966,30539,2477,7418,15368,21956,20007,13840,926,120592,43812,11856,23203,27411,98.0,69.0,23388,32137
Arunachal Pradesh,Tawang,27.680683962264148,91.82504245283016,49977,29151,20826,26073,17720,8353,0,0,0,34811,16770,18041,28561,19554,9007,21416,1581,19235,11842,787,776,1164,34920,72,349,3794,8635,96,494,4904,4730,2140,1379,667,30709,13849,5399,4824,4036,71.0,52.0,11431,12473
Arunachal Pradesh,Tirap,26.94406229508198,95.41470327868862,111975,57604,54371,47974,29313,18661,0,0,0,98372,49365,49007,50169,27545,22624,61806,1811,11555,20682,1103,83361,61,778,43,5325,3104,16026,98,888,13585,16989,7834,2134,182,71785,25669,14423,6118,7182,94.0,43.0,28291,35710
Arunachal Pradesh,Upper Siang,28.8309244897959,95.00155765306124,35320,18699,16621,18195,10723,7472,0,0,0,28468,14413,14055,17644,9968,7676,17676,804,6273,5261,411,5643,27,2577,7,20967,1504,6198,97,392,3952,5584,2935,1349,46,21090,8910,5252,2823,3491,89.0,52.0,7976,9149
Arunachal Pradesh,Upper Subansiri,28.277196566523585,93.8991435622318,83448,41758,41690,45278,24807,20471,0,0,0,78323,38570,39753,33370,17898,15472,50078,1846,9353,13474,521,8779,28,297,11,59449,3123,5373,139,750,10219,16118,10348,4276,473,56054,20055,7230,3580,3653,100.0,54.0,16951,21219
Arunachal Pradesh,West Kameng,27.46486582278483,92.65015750452083,83947,46155,37792,48492,29566,18926,0,0,0,46380,22771,23609,42493,28313,14180,41454,1705,25511,31265,1970,8466,328,36087,71,5556,7133,14188,202,887,8836,10317,5633,2693,299,53026,22362,8493,8634,7942,82.0,58.0,16589,18866
Arunachal Pradesh,West Siang,28.106296920289843,94.53510344202908,112274,58168,54106,64746,36777,27969,0,0,0,92783,45746,47037,49177,29156,20021,63097,1384,18643,15881,2218,29969,577,3311,49,60005,6115,14204,303,1300,14227,17675,11441,6030,521,70415,28305,13469,9593,10217,93.0,58.0,21391,26137
Assam,Barpeta,26.427872264631056,90.97912010178116,1693622,867004,826618,897058,499038,398020,95320,49165,46155,27344,13530,13814,561824,445297,116527,1131798,98946,227277,492966,1198036,1020,112,49,399,14,50806,84804,2078,25286,210607,307884,121924,46947,8007,1072312,405046,215355,55319,151699,95.0,53.0,367966,428598
Assam,Bongaigaon,26.45012521994133,90.6734296187684,738804,375818,362986,434078,237114,196964,82784,42513,40271,18835,9377,9458,255806,197542,58264,482998,47406,115473,359145,371033,5924,384,236,871,9,29937,49866,2523,12959,93591,138294,55924,20221,2267,458796,184849,94939,36350,78595,97.0,59.0,138704,166022
Assam,Cachar,24.815570668693017,92.86849650455927,1736617,886284,850333,1174128,639946,534182,264897,136051,128846,17569,8736,8833,608062,469752,138310,1128555,68664,394576,1038985,654816,37635,280,341,1673,98,62135,140205,5316,37541,256855,447993,156156,45341,12951,1048990,444899,241776,99887,168487,96.0,68.0,246338,316151
Assam,Darrang,26.58463215962442,92.04141338028155,928500,475273,453227,487039,268666,218373,40260,20566,19694,8419,4300,4119,324843,246864,77979,603657,81617,103228,327322,597392,1688,431,57,724,19,17676,45444,1166,12084,119027,163277,59039,22267,3079,583436,226525,118102,30616,72141,95.0,52.0,206607,234854
Assam,Dhemaji,27.586533438485816,94.71336908517353,686133,351249,334884,423028,237761,185267,44225,23006,21219,325560,165449,160111,316800,186577,130223,369333,19181,58458,655052,13475,8711,297,911,167,6315,16547,28195,1192,10410,79107,138838,80804,28006,2868,434221,169630,82051,25776,57166,95.0,62.0,113488,149617
Assam,Dibrugarh,27.30612284482757,95.0998282327587,1326335,676434,649901,884531,491361,393170,58876,30517,28359,102871,51835,51036,560557,368013,192544,765778,61209,349792,1198401,64526,52968,2261,4673,1055,46,76292,136685,8817,34479,143189,243607,139813,59380,6984,767147,371864,186774,121737,139869,96.0,67.0,185073,256731
Assam,Goalpara,26.017277777777807,90.59869891598912,1008183,513292,494891,563577,304302,259275,45094,22999,22095,231570,116013,115557,362573,267118,95455,645610,75828,145850,347878,579929,77862,771,194,477,103,21455,78641,1364,13524,124700,213510,73683,18294,3464,650509,239831,117427,42628,93630,96.0,56.0,208990,235616
Assam,Golaghat,26.377219709794485,93.82583397823468,1066888,543161,523727,721764,396475,325289,62298,31807,30491,111765,56420,55345,479928,309104,170824,586960,66616,207654,917426,90312,50582,1131,3863,530,1347,40889,82345,3073,17636,117393,223902,111145,36887,4084,629153,289085,148244,70930,103909,96.0,68.0,146686,198438
Assam,Hailakandi,24.457496089385486,92.59154664804475,659296,337890,321406,407366,226836,180530,70659,36369,34290,691,354,337,214240,170792,43448,445056,31248,110006,251194,397653,8480,84,490,247,636,11035,44143,1211,10615,88596,177984,50056,11608,4265,419921,156243,82841,19998,55345,95.0,62.0,111054,140876
Assam,Jorhat,26.76244824016563,94.30197722567289,1092256,556805,535451,794929,432335,362594,88665,45194,43471,139971,70795,69176,498618,320746,177872,593638,53153,268037,1008219,54684,21051,1540,2378,719,578,71639,122063,5651,26357,99454,201680,128050,62608,8433,604908,315550,171062,92598,128081,96.0,73.0,124470,172857
Assam,Kamrup,26.170939452054807,91.58863273972592,1517542,778461,739081,995319,550219,445100,107827,55237,52590,182038,92094,89944,628954,428492,200462,888588,99522,274523,877495,601784,33297,319,185,1330,55,70272,122191,3109,23468,163849,290097,154831,55011,6444,895775,408232,212740,90941,164899,95.0,66.0,228242,293981
Assam,Karbi Anglong,26.08966454598031,93.11536570271832,956313,490167,466146,557214,314253,242961,44961,23436,21525,538738,272460,266278,383441,246193,137248,572872,60952,89608,766000,20290,157789,370,6260,397,3568,18763,53918,1923,11340,109324,212224,93137,18225,3426,618633,233739,103123,56689,78269,95.0,58.0,175914,223185
Assam,Karimganj,24.69660712250711,92.3679498575498,1228686,625864,602822,795297,435942,359355,157890,81384,76506,1940,994,946,399171,319798,79373,829515,67033,220355,521962,692489,11990,114,446,524,110,28261,70951,1933,24699,198059,333885,76685,21408,7903,779850,284368,163990,38570,105749,96.0,65.0,189922,243467
Assam,Kokrajhar,26.497246635730868,90.13997470997688,887142,452905,434237,489305,275220,214085,29570,15386,14184,278665,139579,139086,341131,236322,104809,546011,56330,115625,529068,252271,101091,93,1718,396,123,15089,41373,1218,14063,116899,166013,78788,17287,2733,552671,224715,108956,32320,75903,96.0,55.0,177685,220152
Assam,Lakhimpur,27.14128805970149,94.0775949253732,1042137,529674,512463,683486,375552,307934,81840,41689,40151,249426,126716,122710,429995,282250,147745,612142,43922,135713,797130,193476,46217,412,1074,250,2410,32104,60296,1948,15011,126950,212080,107326,44212,4731,639385,268872,133615,45689,92394,97.0,66.0,154122,204529
Assam,Nagaon,26.26462170626351,92.9306191144708,2823768,1439112,1384656,1710716,921850,788866,266350,136473,129877,115153,57759,57394,979998,766728,213270,1843770,196174,399579,1225246,1563203,26844,3036,1073,1162,61,89206,195631,5121,45956,392616,638088,199792,66994,10351,1778277,678034,366112,127523,271238,96.0,61.0,517262,595790
Assam,Nalbari,26.46323767605632,91.40598521126763,771639,396006,375633,531771,293184,238587,60216,30654,29562,23364,11692,11672,267623,210202,57421,504016,34984,155267,491582,277488,429,62,27,1004,9,37849,68313,1631,12360,75866,141690,81507,39368,3693,442061,211320,117809,45938,86710,95.0,69.0,102822,137046
Assam,Sonitpur,26.73514926829268,92.85197804878044,1924110,983904,940206,1108572,620525,488047,109130,55817,53313,232207,117685,114522,770606,537195,233411,1153504,114865,380899,1422824,350536,138166,1363,5088,1003,221,70047,133368,4358,31254,216097,416218,141373,49901,6412,1159991,501239,261648,106909,163277,96.0,58.0,363379,452159
Assam,Tinsukia,27.53549291139241,95.69055949367085,1327929,680231,647698,798322,453449,344873,37688,19443,18245,82066,41769,40297,557196,366623,190573,770733,47756,346717,1181347,48373,76877,1999,16228,837,395,70471,161718,5135,27948,150893,266717,109805,38152,7353,799874,352158,175377,111738,124737,95.0,60.0,226782,302825
Bihar,Araria,26.211528119180603,87.30766554934816,2811569,1463333,1348236,1195768,727643,468125,382654,198247,184407,38848,19887,18961,1069893,708391,361502,1741676,691947,130666,1593525,1207442,4116,371,187,1910,63,17004,43290,2561,29796,625357,426625,112955,39627,6938,1872943,612012,324091,40387,240730,92.0,43.0,735690,880111
Bihar,Aurangabad,24.774291867469877,84.45986024096379,2540073,1318684,1221389,1466002,868733,597269,612064,316161,295903,1033,500,533,837770,599157,238613,1702303,426096,192497,2291133,237353,2218,295,334,775,19,24106,44456,2362,31168,559512,482199,253142,91371,8329,1626969,564571,340948,45871,235248,93.0,58.0,449951,624120
Bihar,Aurangabad,24.774291867469877,84.45986024096379,3701282,1924469,1776813,2503837,1430936,1072901,539368,277228,262140,143366,73876,69490,1575079,1015864,559215,2126203,396630,595898,2545438,786677,15991,5142,309093,30981,1005,246324,589477,23258,69937,381695,686271,537936,253253,19101,2211996,909771,571932,403594,526483,92.0,68.0,493533,703912
Maharashtra,Aurangabad,20.0979228832952,75.32072196796334,2540073,1318684,1221389,1466002,868733,597269,612064,316161,295903,1033,500,533,837770,599157,238613,1702303,426096,192497,2291133,237353,2218,295,334,775,19,24106,44456,2362,31168,559512,482199,253142,91371,8329,1626969,564571,340948,45871,235248,93.0,58.0,449951,624120
Maharashtra,Aurangabad,20.0979228832952,75.32072196796334,3701282,1924469,1776813,2503837,1430936,1072901,539368,277228,262140,143366,73876,69490,1575079,1015864,559215,2126203,396630,595898,2545438,786677,15991,5142,309093,30981,1005,246324,589477,23258,69937,381695,686271,537936,253253,19101,2211996,909771,571932,403594,526483,92.0,68.0,493533,703912
Bihar,Banka,24.832355642023337,86.8664916342413,2034763,1067140,967623,965321,590961,374360,247858,129663,118195,90432,45901,44531,771080,517817,253263,1263683,462614,109346,1772655,250925,6138,139,113,94,1035,15459,62359,1704,22300,408188,386707,120653,35767,3922,1291235,462080,278863,32859,181116,91.0,47.0,476179,593263
Bihar,Begusarai,25.54302613168723,86.12560144032932,2970541,1567660,1402881,1548673,918507,630166,432270,227481,204789,1597,848,749,938182,715345,222837,2032359,430870,303110,2554330,407348,2209,402,229,276,57,49493,120373,4644,43127,577601,484502,207136,101836,14599,1951688,644874,369996,76761,334335,89.0,52.0,649153,772715
Bihar,Bhagalpur,25.277192885375477,87.04213814229242,3037766,1615663,1422103,1573066,937669,635397,318569,169667,148902,67180,35545,31635,983528,740056,243472,2054238,475228,312678,2487866,537098,3556,415,180,1050,32,63241,174534,6764,46929,614644,524322,247079,118843,16119,1952879,674660,397654,117040,308044,88.0,52.0,677994,786706
Bihar,Bhojpur,25.50666439393939,84.49407803030304,2728407,1430380,1298027,1599151,973486,625665,425402,222716,202686,13977,7363,6614,822493,640283,182210,1905914,364875,218737,2518216,197819,2165,544,647,1472,48,45763,62153,3661,34658,581580,605307,313509,131137,10630,1722387,613072,387389,87879,268330,91.0,59.0,456894,672362
Bihar,Buxar,25.48593018867924,84.08808081760995,1706352,887977,818375,989807,593544,396263,251737,131821,119916,26824,14102,12722,538322,402180,136142,1168030,251790,127938,1591454,105423,2125,248,5090,97,57,27362,46760,1784,19324,331675,420187,178044,64117,5224,1074754,375372,253998,48405,174119,92.0,58.0,294433,422112
Bihar,Darbhanga,26.146187719298258,85.97387352472099,3937385,2059949,1877436,1816634,1125566,691068,615688,322327,293361,2772,1361,1411,1223640,947927,275713,2713745,642115,300006,3042729,881476,3534,832,245,236,101,59510,127442,6280,53205,672797,490534,224622,129597,26073,2535344,865971,529314,80085,440719,91.0,46.0,934383,1186368
Bihar,Gaya,24.7266541547278,84.94291217765044,4391418,2266566,2124852,2297613,1368803,928810,1334351,683943,650408,3098,1635,1463,1664062,1076170,587892,2727356,783505,422620,3876395,488121,3943,913,870,1723,108,57738,112617,6856,57011,902272,757690,342254,131163,12047,2810026,936630,537333,107970,383973,94.0,52.0,897763,1196042
Bihar,Gopalganj,26.44874364161851,84.34636127167629,2562012,1267666,1294346,1382998,793905,589093,320064,159265,160799,60807,29833,30974,728201,539586,188615,1833811,338666,154527,2119262,436057,2463,271,167,133,28,31193,69375,3707,33596,540603,470828,223776,79109,7690,1642807,546202,370662,61380,316314,102.0,54.0,473761,705253
Bihar,Jamui,24.78418380462726,86.26316298200514,1760405,916064,844341,858588,534385,324203,302649,155849,146800,78793,40185,38608,727571,452288,275283,1032834,331466,133977,1525746,217621,8443,162,159,87,3438,12984,32633,1839,22414,420472,317612,104211,29633,3439,1135919,392052,227016,27056,159792,92.0,49.0,381679,520138
Bihar,Jehanabad,25.155679045643165,84.9208124481328,1125313,585582,539731,618881,374412,244469,222974,115034,107940,1285,667,618,365378,266423,98955,759935,179519,84676,1045117,75742,691,148,248,60,58,15507,27641,1106,11302,211761,165906,112966,45519,3539,714244,254582,155106,32086,100130,92.0,55.0,211170,295262
Bihar,Katihar,25.56565356037151,87.70466083591326,3071029,1600430,1470599,1280190,762256,517934,263100,136429,126671,179971,92190,87781,1013566,760522,253044,2057463,672291,151841,1684589,1365645,8659,2754,212,507,2141,32570,60900,2941,27263,472616,444260,133811,57114,11896,2054202,660403,353483,60110,239686,92.0,42.0,838174,952665
Bihar,Khagaria,25.53558891454964,86.56593256351037,1666886,883786,783100,768028,461153,306875,247161,130191,116970,675,352,323,560805,398216,162589,1106081,325731,109741,1486989,175588,1253,143,79,86,115,15401,40641,1580,21654,350601,233494,100555,38697,5969,1114645,355531,195796,31220,159866,89.0,46.0,422633,476225
Bihar,Kishanganj,26.324336758321294,87.95045007235886,1690400,866970,823430,745056,439921,305135,113118,57964,55154,64224,32506,31718,529064,421192,107872,1161336,321867,87702,531236,1149095,5783,398,183,1476,28,11715,58718,1093,14073,356401,235779,42778,15386,3761,1139615,361114,188447,28736,130592,95.0,44.0,427049,518295
Bihar,Lakhisarai,25.183449321266963,86.12825701357468,1000912,526345,474567,507270,305182,202088,153209,80069,73140,8333,4247,4086,326576,240494,86082,674336,159970,74528,956396,40886,487,140,52,78,52,12938,44491,1186,8862,172076,149312,85807,27261,3814,650642,218840,130655,31048,95917,90.0,51.0,221163,272479
Bihar,Madhepura,25.77341929460581,86.8978443983403,2001762,1047559,954203,834577,517666,316911,346275,179337,166938,12532,6442,6090,777546,496046,281500,1224216,484062,86328,1753829,241760,1342,170,60,133,81,12302,23236,1397,23309,340813,189431,99437,44955,6509,1311771,444235,242382,23209,182773,91.0,42.0,529893,637292
Bihar,Madhubani,26.41380538172716,86.16328360450552,4487379,2329313,2158066,2155338,1340085,815253,587158,303389,283769,3990,2056,1934,1636938,1105947,530991,2850441,940642,244482,3652168,818912,3262,564,328,442,169,47090,113281,5319,65548,783888,771417,303114,137780,11352,2860455,1009424,611899,73851,486531,93.0,48.0,989228,1342813
Bihar,Munger,25.198537962962963,86.54173672839504,1367765,729041,638724,801817,473741,328076,183846,97195,86651,21404,10995,10409,426658,327453,99205,941107,196449,167566,1252319,110416,1815,338,95,145,61,49141,90461,2653,17946,226699,158699,147152,64469,4394,860147,316713,188319,69973,149671,88.0,59.0,255300,310648
Bihar,Muzaffarpur,26.18664417177915,85.32745092024543,4801062,2527497,2273565,2509232,1487117,1022115,751975,393135,358840,5979,3124,2855,1547586,1195308,352278,3253476,769001,439896,4032773,745546,5149,933,288,382,98,87796,180651,10290,73012,1092952,743623,299475,138916,14475,3016735,1079189,697108,172027,547479,90.0,52.0,1040380,1251450
Bihar,Nalanda,25.229345508982053,85.48053113772461,2877653,1497060,1380593,1519933,919558,600375,607672,315240,292432,1442,728,714,1045420,703405,342015,1832233,534021,237574,2669775,198033,1978,393,414,561,64,43761,101378,4156,43848,581978,486266,274556,133032,11159,1829128,642197,403129,87070,273472,92.0,53.0,577502,780218
Bihar,Nawada,24.825708836206903,85.61594568965519,2219146,1144668,1074478,1091012,659474,431538,565112,290050,275062,2045,997,1048,817041,539439,277602,1402105,397505,163118,1964620,244394,1299,250,176,279,80,20522,31162,1841,28411,601011,368649,161127,64585,3130,1440781,485628,288805,34020,182748,94.0,49.0,485194,642940
Bihar,Pashchim Champaran,27.16064352201258,84.30265911949685,3935042,2061110,1873932,1759481,1091226,668255,553944,289191,264753,250046,127680,122366,1478947,999282,479665,2456095,998833,223884,3047427,865090,8469,926,1337,296,1895,38414,57546,3495,41143,1053481,543965,159563,70669,6035,2544205,888205,497793,69056,371137,91.0,45.0,969884,1205677
Bihar,Patna,25.40297114503818,85.3198433587787,5838465,3078512,2759953,3459679,2028047,1431632,920918,482088,438830,9069,4717,4352,1881886,1436411,445475,3956579,658203,867118,5356075,439952,12551,4803,1062,2151,203,321307,546859,40692,132582,1244842,1095655,698351,452340,46126,3626564,1382654,815638,453344,662665,90.0,59.0,1050465,1328321
Bihar,Purba Champaran,26.68129336734693,85.00382155612242,5099371,2681209,2418162,2276957,1407603,869354,649726,340363,309363,12461,6454,6007,1737539,1260774,476765,3361832,1057417,284926,4086453,990349,4865,668,878,464,104,52358,74979,7719,70258,1280809,982506,241118,68781,5149,3316422,1122340,648009,96546,585210,90.0,45.0,1273606,1548808
Bihar,Purnia,25.81714801901739,87.40447606973065,3264619,1699370,1565249,1332326,805261,527065,390991,203201,187790,139490,71391,68099,1143318,803275,340043,2121301,745015,172039,1989420,1255641,7989,614,353,1450,650,33688,86058,4170,33664,668690,360243,119259,59996,11116,2155512,696556,372692,63200,258284,92.0,41.0,894109,1038184
Bihar,Rohtas,24.99170460829495,83.9350762672811,2959918,1543546,1416372,1799832,1061783,738049,549546,286596,262950,31650,16399,15251,924879,707939,216940,2035039,405544,252736,2645415,300487,2889,2569,1584,252,537,41659,114893,4594,36279,535187,548971,333053,161555,16006,1875174,673742,407193,106218,312557,92.0,61.0,481763,678323
Bihar,Saharsa,25.821270696721303,86.54670819672135,1900661,997174,903487,804996,506374,298622,317249,164518,152731,6009,3101,2908,649898,456724,193174,1250763,356833,109814,1629254,266620,1292,197,60,109,8,21651,41342,1668,19415,348300,194897,90182,47051,6016,1249692,415863,233870,30518,166317,91.0,42.0,490800,604865
Bihar,Samastipur,25.793205563909765,85.94833323308269,4261566,2230003,2031563,2142880,1293575,849305,803128,417944,385184,1884,975,909,1343400,1037576,305824,2918166,721629,274815,3800598,452370,2126,554,292,231,112,46123,88021,5379,50918,781038,710468,284082,129933,19126,2766930,913339,568812,84248,441421,91.0,50.0,936428,1182258
